CUSTID,SDATE,PRODUCTID,L_CLASS,M_CLASS,SUBTOTAL
104326,2019-09-22,9901454,"SHOES","SHOES02",3645
104326,2019-11-18,9901454,"SHOES","SHOES02",1283
104326,2019-11-18,9914027,"BAG","BAG02",2557
104326,2019-11-18,9900078,"COSMETICS","COSMETICS03",2100
104330,2019-03-13,9903272,"COSMETICS","COSMETICS03",2790
104330,2019-03-13,9900288,"COSMETICS","COSMETICS03",2790
104330,2019-03-13,9907544,"SHOES","SHOES03",1800
104330,2019-03-13,9900789,"COSMETICS","COSMETICS03",2790
104330,2019-03-13,9904756,"SHOES","SHOES03",2150
104330,2019-03-13,9906915,"SHOES","SHOES03",1800
104330,2019-03-13,9900583,"SHOES","SHOES03",1800
104330,2019-03-18,9906303,"SHOES","SHOES03",1093
104330,2019-03-18,9900963,"SHOES","SHOES03",3800
104330,2019-03-18,9904614,"SHOES","SHOES03",1093
104330,2019-03-18,9900584,"SHOES","SHOES03",1093
104330,2019-03-25,9915557,"SHOES","SHOES03",1796
104330,2019-03-25,9912216,"SHOES","SHOES03",1796
104330,2019-03-25,9901275,"SHOES","SHOES03",1197
104330,2019-04-15,9901453,"SHOES","SHOES03",4990
104330,2019-04-15,9901454,"SHOES","SHOES03",5465
104330,2019-04-21,9900332,"SHOES","SHOES03",7980
104330,2019-04-21,9905072,"SHOES","SHOES03",15000
104330,2019-06-01,9900332,"SHOES","SHOES03",9000
104330,2019-10-09,9901359,"SHOES","SHOES03",3600
104330,2019-10-09,9925508,"BAG","BAG03",1184
104332,2019-01-27,9901630,"BAG","BAG02",1000
104332,2019-02-13,9922620,"BAG","BAG01",13000
104332,2019-04-16,9900743,"SHOES","SHOES02",1497
104332,2019-04-16,9905698,"SHOES","SHOES02",1497
104332,2019-04-27,9906641,"BAG","BAG02",1000
104332,2019-09-23,9900282,"COSMETICS","COSMETICS01",7190
104335,2019-01-01,9915871,"COSMETICS","COSMETICS03",1250
104335,2019-01-06,9900232,"SHOES","SHOES03",1584
104335,2019-01-06,9903411,"SHOES","SHOES03",1000
104335,2019-01-13,9902788,"SHOES","SHOES03",5000
104335,2019-02-01,9908486,"SHOES","SHOES03",3024
104335,2019-02-13,9905072,"SHOES","SHOES03",1880
104335,2019-02-17,9900013,"BAG","BAG02",1395
104335,2019-03-06,9907563,"COSMETICS","COSMETICS03",16980
104335,2019-05-19,9906037,"BAG","BAG03",3216
104335,2019-06-05,9907563,"COSMETICS","COSMETICS03",18020
104335,2019-06-05,9903327,"SHOES","SHOES03",2250
104335,2019-06-15,9909682,"COSMETICS","COSMETICS02",1134
104335,2019-07-29,9900583,"SHOES","SHOES03",1900
104335,2019-08-19,9902099,"BAG","BAG03",11089
104335,2019-08-20,9906286,"COSMETICS","COSMETICS02",5352
104335,2019-08-20,9906286,"COSMETICS","COSMETICS02",5352
104335,2019-08-31,9912251,"SHOES","SHOES03",10662
104335,2019-09-18,9911293,"BAG","BAG03",2536
104335,2019-09-20,9903327,"SHOES","SHOES03",2250
104335,2019-10-14,9908484,"SHOES","SHOES03",3857
104335,2019-10-23,9906037,"BAG","BAG03",3505
104335,2019-11-03,9900583,"SHOES","SHOES03",2000
104335,2019-11-08,9905458,"COSMETICS","COSMETICS03",6960
104337,2019-03-11,9900880,"COSMETICS","COSMETICS03",1980
104337,2019-06-16,9900181,"COSMETICS","COSMETICS02",1000
104337,2019-06-25,9909317,"COSMETICS","COSMETICS02",1980
104337,2019-07-06,9902899,"BAG","BAG03",2670
104337,2019-07-24,9901967,"COSMETICS","COSMETICS01",2190
104337,2019-08-20,9900181,"COSMETICS","COSMETICS02",2400
104337,2019-09-15,9900013,"BAG","BAG02",1860
104338,2019-01-01,9907296,"COSMETICS","COSMETICS03",2500
104338,2019-01-01,9903004,"COSMETICS","COSMETICS01",3500
104338,2019-06-01,9902588,"COSMETICS","COSMETICS01",1800
104338,2019-06-01,9900769,"COSMETICS","COSMETICS01",1800
104338,2019-06-01,9903004,"COSMETICS","COSMETICS01",3200
104339,2019-02-20,9901031,"BAG","BAG03",1800
104339,2019-06-19,9901224,"BAG","BAG03",6300
104339,2019-06-27,9920911,"BAG","BAG03",1140
104339,2019-06-27,9903326,"SHOES","SHOES03",2280
104339,2019-06-27,9900790,"COSMETICS","COSMETICS02",1206
104339,2019-06-27,9902531,"COSMETICS","COSMETICS03",2356
104339,2019-06-27,9900324,"COSMETICS","COSMETICS03",1950
104339,2019-06-27,9900734,"SHOES","SHOES03",3927
104339,2019-07-08,9902531,"COSMETICS","COSMETICS03",2480
104339,2019-07-08,9902750,"BAG","BAG01",1080
104339,2019-07-25,9905578,"COSMETICS","COSMETICS02",2568
104339,2019-07-25,9912435,"COSMETICS","COSMETICS02",3705
104339,2019-12-11,9900330,"SHOES","SHOES03",3300
104340,2019-02-21,9943156,"COSMETICS","COSMETICS03",175750
104340,2019-08-12,9906085,"BAG","BAG01",2646
104340,2019-08-12,9918383,"SHOES","SHOES03",6600
104341,2019-01-26,9900217,"COSMETICS","COSMETICS02",6980
104341,2019-02-03,9900451,"SHOES","SHOES03",3950
104341,2019-05-07,9901224,"BAG","BAG03",7000
104341,2019-09-29,9901224,"BAG","BAG03",7000
104341,2019-11-19,9900307,"BAG","BAG02",1725
104343,2019-01-03,9901405,"BAG","BAG03",1440
104343,2019-01-03,9905832,"BAG","BAG03",1516
104343,2019-03-22,9943160,"BAG","BAG03",10368
104343,2019-04-26,9902512,"COSMETICS","COSMETICS03",1415
104343,2019-05-24,9900243,"SHOES","SHOES03",1980
104343,2019-09-01,9904833,"SHOES","SHOES03",1280
104343,2019-09-01,9900169,"SHOES","SHOES03",1180
104343,2019-09-01,9902794,"SHOES","SHOES03",2420
104343,2019-10-24,9907069,"SHOES","SHOES02",4500
104344,2019-01-30,9900508,"BAG","BAG02",2400
104344,2019-01-30,9900705,"SHOES","SHOES02",2390
104344,2019-01-30,9900703,"SHOES","SHOES02",2970
104344,2019-03-06,9906144,"SHOES","SHOES03",8379
104344,2019-03-27,9902155,"SHOES","SHOES02",1780
104344,2019-03-27,9902149,"SHOES","SHOES02",2680
104344,2019-03-27,9906245,"SHOES","SHOES02",2200
104344,2019-05-04,9943165,"SHOES","SHOES02",2448
104344,2019-05-04,9900953,"COSMETICS","COSMETICS03",1350
104344,2019-10-28,9902803,"SHOES","SHOES02",1230
104344,2019-12-04,9901791,"SHOES","SHOES02",2040
104344,2019-12-04,9904965,"SHOES","SHOES02",1978
104344,2019-12-04,9900734,"SHOES","SHOES02",5512
104344,2019-12-04,9903326,"SHOES","SHOES02",2160
104345,2019-06-24,9921361,"COSMETICS","COSMETICS03",61615
104345,2019-07-18,9943166,"SHOES","SHOES02",1616
104345,2019-09-29,9943166,"SHOES","SHOES02",1792
104347,2019-03-07,9900243,"SHOES","SHOES03",1980
104347,2019-03-07,9900330,"SHOES","SHOES03",1800
104347,2019-03-24,9903082,"SHOES","SHOES03",9000
104347,2019-03-29,9904363,"SHOES","SHOES03",1160
104347,2019-03-29,9900087,"SHOES","SHOES03",1440
104347,2019-03-29,9900217,"COSMETICS","COSMETICS02",13960
104347,2019-03-29,9905600,"SHOES","SHOES03",1260
104347,2019-03-29,9905123,"SHOES","SHOES03",2340
104347,2019-03-29,9900292,"SHOES","SHOES03",3960
104347,2019-03-29,9902803,"SHOES","SHOES03",1377
104347,2019-03-29,9903326,"SHOES","SHOES03",1080
104347,2019-04-13,9904838,"SHOES","SHOES03",1820
104347,2019-07-06,9900243,"SHOES","SHOES03",3960
104347,2019-07-06,9900227,"COSMETICS","COSMETICS02",2600
104347,2019-08-24,9901718,"BAG","BAG01",1697
104347,2019-08-24,9907065,"SHOES","SHOES03",1794
104347,2019-12-07,9900227,"COSMETICS","COSMETICS02",3250
104347,2019-12-18,9900409,"SHOES","SHOES03",3580
104350,2019-03-09,9905703,"SHOES","SHOES02",2340
104350,2019-03-09,9905267,"SHOES","SHOES02",4320
104350,2019-05-19,9900274,"COSMETICS","COSMETICS01",1580
104350,2019-05-19,9900277,"COSMETICS","COSMETICS01",2541
104350,2019-05-19,9900279,"COSMETICS","COSMETICS01",1422
104350,2019-05-19,9900276,"COSMETICS","COSMETICS01",1422
104350,2019-05-22,9905432,"SHOES","SHOES02",1980
104350,2019-05-22,9904839,"SHOES","SHOES02",1980
104350,2019-05-22,9901191,"SHOES","SHOES02",1368
104350,2019-11-03,9903627,"COSMETICS","COSMETICS03",4076
104350,2019-11-03,9932893,"COSMETICS","COSMETICS03",3076
104350,2019-11-03,9903626,"COSMETICS","COSMETICS03",2599
104350,2019-12-04,9900274,"COSMETICS","COSMETICS01",1580
104350,2019-12-04,9900276,"COSMETICS","COSMETICS01",1580
104350,2019-12-04,9900279,"COSMETICS","COSMETICS01",1580
104350,2019-12-27,9903627,"COSMETICS","COSMETICS03",7656
104350,2019-12-27,9903626,"COSMETICS","COSMETICS03",4868
104350,2019-12-27,9932893,"COSMETICS","COSMETICS03",5774
104356,2019-03-07,9907149,"BAG","BAG02",1368
104356,2019-04-21,9905504,"SHOES","SHOES02",1980
104356,2019-06-20,9901798,"SHOES","SHOES02",2755
104356,2019-07-16,9907766,"BAG","BAG02",1440
104356,2019-08-08,9904292,"BAG","BAG02",1578
104356,2019-10-05,9900227,"COSMETICS","COSMETICS02",1300
104360,2019-10-27,9905761,"SHOES","SHOES03",13500
104365,2019-01-06,9900409,"SHOES","SHOES03",7960
104365,2019-03-03,9910876,"BAG","BAG03",9828
104365,2019-07-07,9909782,"COSMETICS","COSMETICS02",3290
104365,2019-09-14,9900599,"SHOES","SHOES03",1360
104365,2019-10-30,9902443,"BAG","BAG03",1944
104365,2019-11-20,9900587,"SHOES","SHOES03",1000
104365,2019-12-14,9900637,"COSMETICS","COSMETICS01",3960
104369,2019-01-22,9900409,"SHOES","SHOES03",10740
104369,2019-01-22,9903818,"COSMETICS","COSMETICS02",15000
104369,2019-02-06,9901224,"BAG","BAG03",7000
104369,2019-12-11,9903273,"SHOES","SHOES03",3980
104369,2019-12-11,9902139,"COSMETICS","COSMETICS02",1258
104369,2019-12-29,9900023,"COSMETICS","COSMETICS02",2622
104371,2019-02-12,9901258,"COSMETICS","COSMETICS01",1654
104371,2019-02-12,9902047,"COSMETICS","COSMETICS01",1248
104371,2019-03-16,9902807,"SHOES","SHOES03",1800
104371,2019-03-16,9906020,"SHOES","SHOES03",1680
104371,2019-03-16,9901362,"SHOES","SHOES03",1100
104371,2019-05-04,9917579,"BAG","BAG03",30590
104371,2019-05-13,9931807,"BAG","BAG03",4700
104371,2019-06-02,9903795,"BAG","BAG03",4065
104371,2019-06-16,9927112,"BAG","BAG03",6720
104371,2019-06-16,9936948,"BAG","BAG03",1476
104371,2019-09-02,9913285,"BAG","BAG02",1000
104371,2019-09-02,9912837,"BAG","BAG02",1000
104371,2019-09-04,9903795,"BAG","BAG03",8130
104371,2019-09-04,9905109,"BAG","BAG03",2434
104371,2019-09-22,9903377,"COSMETICS","COSMETICS01",4000
104371,2019-10-13,9905109,"BAG","BAG03",2434
104371,2019-11-25,9914980,"BAG","BAG03",15538
104373,2019-01-09,9943259,"COSMETICS","COSMETICS03",8717
104373,2019-02-25,9943259,"COSMETICS","COSMETICS03",18352
104373,2019-06-11,9920696,"BAG","BAG02",2960
104373,2019-08-12,9943260,"COSMETICS","COSMETICS03",11365
104373,2019-12-14,9907269,"COSMETICS","COSMETICS03",2200
104373,2019-12-14,9910583,"COSMETICS","COSMETICS02",3231
104373,2019-12-14,9943266,"SHOES","SHOES02",5890
104374,2019-01-14,9900227,"COSMETICS","COSMETICS02",2460
104374,2019-02-25,9907896,"BAG","BAG03",3160
104374,2019-04-17,9910786,"COSMETICS","COSMETICS03",4980
104374,2019-05-04,9900319,"COSMETICS","COSMETICS03",1640
104374,2019-06-02,9900227,"COSMETICS","COSMETICS02",3250
104374,2019-07-09,9901452,"SHOES","SHOES03",1100
104374,2019-08-07,9900227,"COSMETICS","COSMETICS02",2600
104374,2019-10-04,9900227,"COSMETICS","COSMETICS02",1950
104374,2019-10-04,9900408,"SHOES","SHOES03",2680
104374,2019-10-13,9904978,"SHOES","SHOES03",3390
104374,2019-11-04,9900227,"COSMETICS","COSMETICS02",1950
104374,2019-11-04,9904978,"SHOES","SHOES03",3390
104374,2019-12-10,9900227,"COSMETICS","COSMETICS02",1300
104374,2019-12-10,9901452,"SHOES","SHOES03",1320
104374,2019-12-22,9900292,"SHOES","SHOES03",8400
104379,2019-02-20,9900227,"COSMETICS","COSMETICS02",1640
104379,2019-05-11,9900491,"COSMETICS","COSMETICS03",1350
104379,2019-05-26,9943287,"SHOES","SHOES03",6600
104379,2019-06-08,9900307,"BAG","BAG02",5760
104379,2019-06-15,9943287,"SHOES","SHOES03",13200
104379,2019-07-02,9900491,"COSMETICS","COSMETICS03",2700
104379,2019-07-07,9900227,"COSMETICS","COSMETICS02",1300
104379,2019-07-20,9943287,"SHOES","SHOES03",13200
104379,2019-08-10,9905619,"SHOES","SHOES01",5190
104379,2019-08-10,9902500,"COSMETICS","COSMETICS02",2176
104379,2019-09-09,9943288,"COSMETICS","COSMETICS02",2229
104379,2019-09-09,9943287,"SHOES","SHOES03",12540
104379,2019-10-04,9909732,"SHOES","SHOES02",1980
104379,2019-10-04,9943286,"COSMETICS","COSMETICS02",2229
104379,2019-10-04,9913482,"SHOES","SHOES02",3960
104379,2019-10-04,9900491,"COSMETICS","COSMETICS03",2700
104379,2019-10-04,9909733,"SHOES","SHOES02",1980
104379,2019-10-04,9909729,"SHOES","SHOES02",6480
104379,2019-10-04,9909734,"SHOES","SHOES02",3960
104379,2019-10-04,9943291,"SHOES","SHOES02",2160
104379,2019-10-04,9909730,"SHOES","SHOES02",6480
104379,2019-10-04,9913484,"SHOES","SHOES02",1386
104379,2019-10-20,9900227,"COSMETICS","COSMETICS02",1640
104379,2019-10-29,9943287,"SHOES","SHOES03",13200
104379,2019-12-23,9943287,"SHOES","SHOES03",12540
104380,2019-01-16,9908808,"SHOES","SHOES03",6600
104380,2019-01-16,9905425,"SHOES","SHOES03",6600
104381,2019-06-26,9943306,"BAG","BAG03",1200
104383,2019-02-16,9902725,"SHOES","SHOES02",2250
104383,2019-02-16,9903416,"COSMETICS","COSMETICS03",2560
104383,2019-02-16,9903811,"COSMETICS","COSMETICS02",2980
104383,2019-06-16,9902725,"SHOES","SHOES02",4050
104383,2019-12-24,9901359,"SHOES","SHOES02",1680
104383,2019-12-24,9900813,"SHOES","SHOES02",3800
104385,2019-10-05,9900086,"COSMETICS","COSMETICS03",2780
104385,2019-10-15,9901756,"COSMETICS","COSMETICS03",8154
104385,2019-12-07,9913850,"COSMETICS","COSMETICS03",12915
104386,2019-06-18,9907305,"SHOES","SHOES02",3250
104386,2019-06-18,9902964,"SHOES","SHOES02",2980
104386,2019-06-18,9902961,"SHOES","SHOES02",3106
104386,2019-06-18,9904817,"SHOES","SHOES02",4866
104386,2019-06-18,9903561,"SHOES","SHOES02",3808
104386,2019-07-17,9900916,"SHOES","SHOES02",2280
104386,2019-07-17,9902155,"SHOES","SHOES02",2670
104386,2019-07-17,9905432,"SHOES","SHOES02",1780
104386,2019-07-17,9915434,"SHOES","SHOES02",1035
104386,2019-07-17,9901191,"SHOES","SHOES02",1224
104386,2019-07-17,9902029,"SHOES","SHOES02",1320
104386,2019-07-24,9920881,"COSMETICS","COSMETICS02",1783
104386,2019-07-24,9917884,"COSMETICS","COSMETICS02",3441
104386,2019-07-24,9909705,"COSMETICS","COSMETICS02",1163
104386,2019-07-24,9908243,"COSMETICS","COSMETICS02",1827
104386,2019-07-24,9901357,"COSMETICS","COSMETICS02",1594
104386,2019-07-24,9908399,"COSMETICS","COSMETICS02",1190
104386,2019-07-24,9907599,"COSMETICS","COSMETICS02",1381
104386,2019-07-30,9904837,"SHOES","SHOES02",6750
104386,2019-07-30,9901718,"BAG","BAG01",1885
104386,2019-09-19,9943310,"BAG","BAG01",18940
104389,2019-01-08,9903551,"SHOES","SHOES03",3960
104389,2019-01-30,9904065,"BAG","BAG01",2020
104389,2019-01-30,9916405,"BAG","BAG01",1930
104389,2019-01-30,9908469,"BAG","BAG01",2110
104389,2019-02-10,9900440,"BAG","BAG03",1380
104389,2019-02-10,9943313,"SHOES","SHOES03",2250
104389,2019-02-10,9943314,"SHOES","SHOES03",1750
104389,2019-02-10,9900442,"BAG","BAG03",1380
104389,2019-02-10,9911029,"SHOES","SHOES03",2250
104389,2019-03-02,9904148,"COSMETICS","COSMETICS03",5960
104389,2019-03-11,9904988,"BAG","BAG01",2980
104389,2019-07-13,9910377,"COSMETICS","COSMETICS02",2200
104389,2019-07-13,9904133,"BAG","BAG03",1570
104389,2019-11-11,9911589,"BAG","BAG02",1200
104389,2019-11-16,9904133,"BAG","BAG03",1750
104391,2019-05-04,9900587,"SHOES","SHOES03",1800
104391,2019-05-04,9903192,"SHOES","SHOES03",1180
104391,2019-07-02,9901224,"BAG","BAG03",7000
104391,2019-07-02,9904308,"COSMETICS","COSMETICS03",4276
104391,2019-07-02,9906571,"COSMETICS","COSMETICS03",2674
104391,2019-08-28,9922278,"COSMETICS","COSMETICS03",10800
104391,2019-08-28,9901275,"SHOES","SHOES03",1440
104391,2019-12-04,9900168,"SHOES","SHOES03",2224
104391,2019-12-04,9900167,"SHOES","SHOES03",4104
104393,2019-05-26,9900451,"SHOES","SHOES02",3950
104395,2019-02-06,9902750,"BAG","BAG01",1080
104395,2019-02-06,9910137,"SHOES","SHOES02",3702
104395,2019-02-06,9910136,"SHOES","SHOES02",3540
104395,2019-04-24,9910984,"COSMETICS","COSMETICS02",1888
104395,2019-06-01,9901792,"SHOES","SHOES02",2200
104395,2019-09-24,9909435,"SHOES","SHOES02",1260
104396,2019-01-17,9903801,"BAG","BAG03",1194
104396,2019-01-17,9901031,"BAG","BAG03",2850
104396,2019-01-17,9916217,"SHOES","SHOES03",5016
104396,2019-01-17,9913090,"SHOES","SHOES03",1881
104396,2019-05-07,9903041,"COSMETICS","COSMETICS02",1592
104396,2019-05-24,9900820,"SHOES","SHOES03",1806
104396,2019-06-14,9900901,"COSMETICS","COSMETICS03",1430
104396,2019-06-14,9900332,"SHOES","SHOES03",7980
104396,2019-06-14,9902788,"SHOES","SHOES03",5938
104396,2019-08-15,9900409,"SHOES","SHOES03",3781
104396,2019-08-15,9903192,"SHOES","SHOES03",1121
104396,2019-08-23,9905696,"SHOES","SHOES03",1490
104396,2019-08-23,9906730,"SHOES","SHOES03",1740
104396,2019-08-23,9904228,"SHOES","SHOES03",1050
104396,2019-08-23,9900263,"BAG","BAG02",1490
104396,2019-08-23,9918176,"SHOES","SHOES03",3250
104396,2019-08-23,9913090,"SHOES","SHOES03",1390
104396,2019-08-23,9900167,"SHOES","SHOES03",2160
104396,2019-08-23,9907490,"SHOES","SHOES03",1940
104396,2019-10-21,9902788,"SHOES","SHOES03",6250
104397,2019-03-21,9900603,"COSMETICS","COSMETICS03",2100
104397,2019-03-21,9901046,"COSMETICS","COSMETICS03",2005
104397,2019-05-11,9902788,"SHOES","SHOES03",5000
104397,2019-05-16,9901967,"COSMETICS","COSMETICS01",6940
104397,2019-05-19,9915500,"COSMETICS","COSMETICS03",2190
104397,2019-06-03,9915500,"COSMETICS","COSMETICS03",1754
104397,2019-06-03,9904041,"BAG","BAG03",7350
104397,2019-06-03,9901967,"COSMETICS","COSMETICS01",3650
104397,2019-06-29,9901967,"COSMETICS","COSMETICS01",2190
104397,2019-06-29,9904791,"COSMETICS","COSMETICS01",1460
104397,2019-11-10,9906782,"BAG","BAG03",1461
104399,2019-05-16,9902803,"SHOES","SHOES03",1454
104399,2019-05-16,9900232,"SHOES","SHOES03",2090
104399,2019-05-16,9901013,"SHOES","SHOES03",1863
104399,2019-05-16,9900177,"SHOES","SHOES03",1140
104399,2019-06-09,9907563,"COSMETICS","COSMETICS03",18020
104399,2019-06-09,9902907,"SHOES","SHOES03",4000
104399,2019-06-09,9906059,"COSMETICS","COSMETICS03",5580
104399,2019-06-10,9901076,"BAG","BAG03",17400
104399,2019-06-18,9900735,"SHOES","SHOES03",1080
104399,2019-06-18,9901456,"SHOES","SHOES03",4320
104399,2019-08-17,9900232,"SHOES","SHOES03",1980
104399,2019-09-10,9901791,"SHOES","SHOES03",2250
104399,2019-09-10,9903326,"SHOES","SHOES03",1800
104399,2019-09-10,9902157,"SHOES","SHOES03",3021
104402,2019-03-10,9903272,"COSMETICS","COSMETICS03",2790
104402,2019-06-29,9909960,"COSMETICS","COSMETICS03",6155
104402,2019-12-31,9904133,"BAG","BAG03",1496
104402,2019-12-31,9900013,"BAG","BAG02",5580
104403,2019-01-06,9901452,"SHOES","SHOES02",2200
104403,2019-02-06,9903486,"COSMETICS","COSMETICS02",1800
104403,2019-02-16,9901451,"SHOES","SHOES02",1980
104403,2019-02-16,9905504,"SHOES","SHOES02",5940
104403,2019-03-04,9900503,"BAG","BAG02",4950
104403,2019-03-04,9902154,"SHOES","SHOES02",3849
104403,2019-03-09,9901423,"BAG","BAG01",1720
104403,2019-03-09,9902101,"BAG","BAG01",1140
104403,2019-03-09,9903731,"BAG","BAG01",1290
104403,2019-03-20,9913993,"COSMETICS","COSMETICS03",3680
104403,2019-04-15,9903985,"COSMETICS","COSMETICS02",1950
104403,2019-04-23,9900177,"SHOES","SHOES02",1200
104403,2019-04-27,9903327,"SHOES","SHOES02",8100
104403,2019-06-03,9910756,"SHOES","SHOES02",2800
104403,2019-06-03,9905130,"SHOES","SHOES02",2250
104403,2019-06-14,9902154,"SHOES","SHOES02",3000
104403,2019-07-16,9903830,"SHOES","SHOES02",3350
104403,2019-08-10,9902778,"COSMETICS","COSMETICS02",1160
104403,2019-08-13,9903327,"SHOES","SHOES02",7700
104403,2019-11-23,9900013,"BAG","BAG02",4776
104404,2019-06-26,9923982,"SHOES","SHOES02",4860
104404,2019-10-01,9925254,"COSMETICS","COSMETICS03",15048
104404,2019-10-01,9904101,"COSMETICS","COSMETICS03",1058
104404,2019-10-15,9902510,"COSMETICS","COSMETICS03",7700
104407,2019-01-13,9943330,"SHOES","SHOES03",89000
104407,2019-01-14,9903692,"COSMETICS","COSMETICS03",1300
104407,2019-03-02,9926528,"COSMETICS","COSMETICS02",6100
104407,2019-11-06,9926545,"COSMETICS","COSMETICS02",4150
104407,2019-11-06,9927140,"COSMETICS","COSMETICS02",3439
104407,2019-11-06,9943329,"SHOES","SHOES03",27860
104407,2019-12-11,9910983,"SHOES","SHOES03",18400
104407,2019-12-14,9913929,"COSMETICS","COSMETICS03",7714
104408,2019-05-23,9905697,"SHOES","SHOES02",1350
104408,2019-05-23,9902153,"SHOES","SHOES02",1320
104408,2019-05-23,9902159,"SHOES","SHOES02",2220
104408,2019-05-23,9919417,"SHOES","SHOES02",1784
104408,2019-06-02,9923794,"COSMETICS","COSMETICS02",3126
104408,2019-06-18,9904912,"BAG","BAG02",1440
104408,2019-06-18,9905267,"SHOES","SHOES02",1520
104408,2019-06-24,9900166,"SHOES","SHOES02",1680
104408,2019-06-25,9916321,"COSMETICS","COSMETICS03",1500
104408,2019-06-25,9900166,"SHOES","SHOES02",1120
104408,2019-06-25,9901151,"SHOES","SHOES02",1400
104408,2019-09-16,9901151,"SHOES","SHOES02",2800
104408,2019-09-16,9900236,"SHOES","SHOES02",3450
104408,2019-11-14,9905697,"SHOES","SHOES02",1280
104408,2019-11-14,9905904,"SHOES","SHOES02",1140
104408,2019-11-14,9901151,"SHOES","SHOES02",2660
104408,2019-11-14,9901789,"SHOES","SHOES02",3900
104408,2019-12-28,9916383,"SHOES","SHOES02",3564
104408,2019-12-28,9900167,"SHOES","SHOES02",2160
104410,2019-02-23,9900450,"SHOES","SHOES03",3400
104410,2019-03-17,9900740,"BAG","BAG03",4440
104410,2019-03-21,9903453,"SHOES","SHOES03",13240
104410,2019-03-21,9905590,"COSMETICS","COSMETICS03",7600
104410,2019-04-11,9902537,"SHOES","SHOES03",2500
104410,2019-04-28,9905590,"COSMETICS","COSMETICS03",8000
104410,2019-04-28,9903453,"SHOES","SHOES03",10440
104410,2019-05-23,9905590,"COSMETICS","COSMETICS03",11400
104410,2019-06-01,9900432,"SHOES","SHOES03",5400
104410,2019-06-05,9900740,"BAG","BAG03",7400
104410,2019-09-15,9904392,"COSMETICS","COSMETICS02",3200
104410,2019-09-15,9904391,"COSMETICS","COSMETICS02",3200
104410,2019-09-15,9910181,"COSMETICS","COSMETICS02",3460
104410,2019-10-01,9905590,"COSMETICS","COSMETICS03",8000
104410,2019-11-07,9904391,"COSMETICS","COSMETICS02",3040
104410,2019-11-07,9904392,"COSMETICS","COSMETICS02",1824
104410,2019-11-07,9910181,"COSMETICS","COSMETICS02",3290
104410,2019-11-12,9905590,"COSMETICS","COSMETICS03",7600
104410,2019-12-02,9900740,"BAG","BAG03",3375
104410,2019-12-09,9910181,"COSMETICS","COSMETICS02",4844
104410,2019-12-09,9904391,"COSMETICS","COSMETICS02",4480
104410,2019-12-09,9904392,"COSMETICS","COSMETICS02",5760
104410,2019-12-30,9905590,"COSMETICS","COSMETICS03",12000
104416,2019-12-30,9900078,"COSMETICS","COSMETICS03",4400
104420,2019-01-23,9900330,"SHOES","SHOES03",2200
104420,2019-03-26,9903082,"SHOES","SHOES03",1440
104420,2019-03-26,9914705,"BAG","BAG03",16150
104420,2019-03-26,9901754,"COSMETICS","COSMETICS02",1710
104420,2019-04-18,9903646,"SHOES","SHOES03",1160
104420,2019-04-18,9903652,"SHOES","SHOES03",1502
104420,2019-10-12,9902434,"BAG","BAG03",1840
104425,2019-05-09,9901454,"SHOES","SHOES02",3849
104426,2019-02-03,9910138,"SHOES","SHOES03",2900
104426,2019-02-27,9900740,"BAG","BAG03",2925
104426,2019-06-03,9900830,"SHOES","SHOES03",3360
104427,2019-05-02,9902512,"COSMETICS","COSMETICS03",3113
104427,2019-06-14,9902512,"COSMETICS","COSMETICS03",2830
104427,2019-09-01,9905494,"COSMETICS","COSMETICS03",9655
104427,2019-09-10,9913686,"BAG","BAG03",1056
104427,2019-09-21,9901062,"SHOES","SHOES03",29000
104428,2019-05-06,9902972,"COSMETICS","COSMETICS01",1060
104428,2019-08-17,9924092,"BAG","BAG01",20120
104429,2019-02-09,9906085,"BAG","BAG01",3225
104429,2019-05-19,9906085,"BAG","BAG01",2150
104429,2019-09-21,9904837,"SHOES","SHOES02",2500
104430,2019-02-10,9919334,"SHOES","SHOES02",3300
104430,2019-02-10,9910333,"SHOES","SHOES02",3300
104430,2019-02-10,9931741,"SHOES","SHOES02",3300
104430,2019-02-10,9910211,"SHOES","SHOES02",3300
104430,2019-02-10,9910211,"SHOES","SHOES02",6600
104430,2019-03-31,9910214,"SHOES","SHOES02",3300
104430,2019-04-08,9931741,"SHOES","SHOES02",3300
104430,2019-05-04,9910209,"SHOES","SHOES02",2980
104430,2019-11-04,9910333,"SHOES","SHOES02",3300
104430,2019-12-23,9910211,"SHOES","SHOES02",3300
104431,2019-04-15,9903564,"SHOES","SHOES01",4380
104431,2019-08-12,9902725,"SHOES","SHOES02",1990
104431,2019-08-12,9900227,"COSMETICS","COSMETICS02",1300
104431,2019-09-03,9900699,"SHOES","SHOES02",3135
104433,2019-02-17,9904736,"COSMETICS","COSMETICS01",1044
104433,2019-03-27,9904736,"COSMETICS","COSMETICS01",6960
104433,2019-07-14,9904736,"COSMETICS","COSMETICS01",6960
104433,2019-09-22,9904736,"COSMETICS","COSMETICS01",6264
104433,2019-12-08,9904736,"COSMETICS","COSMETICS01",6960
104434,2019-02-25,9912251,"SHOES","SHOES03",8800
104434,2019-02-25,9910983,"SHOES","SHOES03",11500
104434,2019-06-29,9904041,"BAG","BAG03",7350
104434,2019-07-21,9900236,"SHOES","SHOES03",1150
104434,2019-07-21,9906020,"SHOES","SHOES03",1512
